_id,date,devid,srcip,srcintfrole,poluuid,dstport,dstmac,tz,authserver,eventtime,sessionid,sentpkt,type,srccountry,duration,dsthwversion,dstosname,policyid,subtype,action,devname,dstip,masterdstmac,dstintf,trandisp,dstdevtype,srcintf,sentbyte,dstfamily,level,policytype,dsthwvendor,priority,vpntype,vd,dstintfrole,appcat,service,proto,srcport,logid,policyname,time,dstcountry,user,rcvdbyte,rcvdpkt,dstserver,nifi_datetime,crlevel,crscore,craction,msg,reason,method,logdesc,ui,sn,status,sentdelta,mastersrcmac,srcmac,srcserver,transip,transport,rcvddelta,srchwvendor,identifier,osname,app,srcname,srcswversion,unauthusersource,unauthuser,srcfamily,devtype,srchwversion,pdstport,psrcport,dstuser,dstswversion,dstunauthuser,dstunauthusersource,replysrcintf,srcuuid,dstuuid,applist,apprisk,incidentserialno,hostname,direction,url,appid,eventtype,vwlname,dstregion,dstcity,vwlid,vwlquality,dstinetsvc,dstreputation,utmaction,countapp,server,vpn,locip,role,useralt,dir,cookies,vpntunnel,remport,result,advpnsc,group,init,assignip,xauthuser,outintf,version,xauthgroup,locport,remip,exch,peer_notif,src_int,policy_id,epoch,dst_int,from,voip_proto,kind,profile,session_id,call_id,src_port,event_id,dst_port,to,scertcname,ip,interface,mac,dhcp_msg,lease,tunnelid,tunneltype,dst_host,scertissuer,espauth,esptransform,out_spi,in_spi
dEspG58BimBA0eJ5RyRp,2026-06-30,FG100FTK23080008,172.30.16.27,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,FSSO-DC,1782816224629005264,2388179543,1,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VALN80,66,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,49400,0000000013,Fiorucci-MAC,12:43:44,Reserved,LAURA.GIOVALE,138,1,,2026-07-01T00:51:57,,,,,,,,,,,,e8:6a:64:d9:da:29,e8:6a:64:d9:da:29,0,,,,,,Windows,,itpome-lt1056.fioruccifood.it,11,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dUspG58BimBA0eJ5RyRp,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,1c:e8:5d:71:50:c1,+0200,,1782816224629014564,2388179599,1,traffic,Reserved,180,,,77,forward,accept,Fiorucci-FG-01,172.30.23.10,1c:e8:5d:71:50:c1,VLAN10,noop,,Mac,83,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,59087,0000000013,MAC-Fiorucci,12:43:44,Reserved,,269,1,0,2026-07-01T00:51:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lkspG58BimBA0eJ5biRm,2026-06-30,FG100FTK23080008,172.30.16.61,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,FSSO-DC,1782816224659000665,2388179563,1,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VALN80,76,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,57841,0000000013,Fiorucci-MAC,12:43:44,Reserved,ANTONIO.PICCIONE,241,1,,2026-07-01T00:52:07,,,,,,,,,,,,8c:16:45:ca:ed:75,8c:16:45:ca:ed:75,0,,,,,,Windows,,ITPOME-LT116,10,kerberos,Antonio.Piccione,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l0spG58BimBA0eJ5biR0,2026-06-30,FG100FTK23080008,172.30.16.61,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,FSSO-DC,1782816224658995645,2388179563,,traffic,Reserved,,,,75,forward,ip-conn,Fiorucci-FG-01,172.16.70.2,,Mac,,,VALN80,,,warning,policy,,188,,root,undefined,unscanned,DNS,17,57841,0000000011,Fiorucci-MAC,12:43:44,Reserved,ANTONIO.PICCIONE,,,,2026-07-01T00:52:07,low,5,262144,,,,,,,,,8c:16:45:ca:ed:75,8c:16:45:ca:ed:75,0,,,,,,Windows,,ITPOME-LT116,10,kerberos,Antonio.Piccione,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sEspG58BimBA0eJ5lSSF,2026-06-30,FG100FTK23080008,172.30.18.47,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,,1782816224659004705,2388179567,1,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VLAN40,61,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,65492,0000000013,Fiorucci-MAC,12:43:44,Reserved,,102,1,,2026-07-01T00:52:17,,,,,,,,,,,,00:d8:61:00:67:6d,00:d8:61:00:67:6d,0,,,,MSI,,Windows,,ITPOME-WP105,10/11,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skspG58BimBA0eJ5lSSF,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,00:08:32:28:e4:c1,+0200,,1782816224659007785,2388179595,1,traffic,Reserved,180,,,77,forward,accept,Fiorucci-FG-01,172.30.23.68,00:08:32:28:e4:c1,VLAN10,noop,,Mac,112,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,44009,0000000013,MAC-Fiorucci,12:43:44,Reserved,,123,1,0,2026-07-01T00:52:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ykspG58BimBA0eJ5vCSa,2026-06-30,FG100FTK23080008,172.30.19.55,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782816224738995465,2388204099,30,traffic,Reserved,2,,,81,forward,close,Fiorucci-FG-01,13.69.109.130,,wan1,snat,,VLAN60,28569,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,63417,0000000013,Navigazione_Fiorucci,12:43:44,Netherlands,SONIA.SICIGNANO,5612,23,,2026-07-01T00:52:27,,,,,,,,,,,,ac:5a:fc:62:8b:a3,ac:5a:fc:62:8b:a3,0,2.117.144.115,63417,,,,Windows,,ITPOME-LT1002,11,kerberos,Sonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y0spG58BimBA0eJ5vCSa,2026-06-30,FG100FTK23080008,10.171.8.3,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782816224748304905,2384397703,1044,traffic,Reserved,31019,,,81,forward,accept,Fiorucci-FG-01,4.207.247.139,,wan1,snat,,VLAN410,97349,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,58449,0000000020,Navigazione_Fiorucci,12:43:44,Ireland,ADMINISTRATOR,117139,528,,2026-07-01T00:52:27,,,,,,,,,,,366,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,2.117.144.115,58449,426,VMware,,Windows,,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5EspG58BimBA0eJ54ySi,2026-06-30,FG100FTK23080008,172.30.16.64,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782816224818477385,2388187915,9,traffic,Reserved,126,,,81,forward,accept,Fiorucci-FG-01,150.171.27.12,,wan1,snat,,VALN80,2735,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,49427,0000000020,Navigazione_Fiorucci,12:43:44,United,SILVIA.ANTONELLI,9930,15,,2026-07-01T00:52:37,,,,,,,,,,,2735,48:2a:e3:87:81:bb,48:2a:e3:87:81:bb,0,2.117.144.115,49427,9930,,,Windows,,ITPOME-LT144.fioruccifood.it,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5UspG58BimBA0eJ54ySi,2026-06-30,FG100FTK23080008,172.30.16.23,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782816224848999864,2388045503,77,traffic,Reserved,1130,,,81,forward,close,Fiorucci-FG-01,40.101.113.128,,wan1,snat,,VALN80,21181,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,49667,0000000013,Navigazione_Fiorucci,12:43:44,Italy,COSTANZA.VECERA,18932,87,,2026-07-01T00:52:37,,,,,,,,,,,202,98:a4:4e:86:48:f8,98:a4:4e:86:48:f8,0,2.117.144.115,49667,236,,,Windows,,ITPOME-LT305,11,kerberos,Costanza.Vecera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ksqG58BimBA0eJ5CiS2,2026-06-30,FG100FTK23080008,172.30.0.206,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,60080,,+0200,,1782816224858997504,2388203563,2,traffic,Reserved,6,,,75,forward,client-rst,Fiorucci-FG-01,172.16.70.6,,Mac,noop,,VLAN30,112,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,tcp/60080,6,50994,0000000013,Fiorucci-MAC,12:43:44,Reserved,,60,1,,2026-07-01T00:52:47,,,,,,,,,,,,00:0c:29:65:9c:7a,00:0c:29:65:9c:7a,0,,,,VMware,,Ubuntu,,debian,,,,,Computer,,,,LUCA.GUIDOTTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_0sqG58BimBA0eJ5CiS2,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:67:f9:d2:aa,+0200,FSSO-DC,1782816224849012904,2388204011,16,traffic,Reserved,3,,,77,forward,close,Fiorucci-FG-01,172.30.6.168,00:80:67:f9:d2:aa,VLAN30,noop,,Mac,724,,notice,policy,,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,62118,0000000013,MAC-Fiorucci,12:43:44,Reserved,ADM_BOSI,502,10,0,2026-07-01T00:52:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GksqG58BimBA0eJ5MSXJ,2026-06-30,FGT40FTK2209F1Q7,91.202.233.123,,,,,+0200,,1782816224917543501,,,event,,,,,,system,login,FW-AIR_GROTTAMINARDA,192.168.10.200,,,,,,,,alert,,,185,,root,,,,,,0100032002,,12:43:44,,hrivera,,,,2026-07-01T00:52:57,,,,Administrator,name_invalid,https,Admin,https(91.202.233.123),0,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G0sqG58BimBA0eJ5MSXJ,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,00:08:32:28:e4:c1,+0200,,1782816224348993945,2388179376,5,traffic,Reserved,181,,,77,forward,accept,Fiorucci-FG-01,172.30.23.68,00:08:32:28:e4:c1,VLAN10,noop,,Mac,413,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,47647,0000000013,MAC-Fiorucci,12:43:45,Reserved,,2320,5,0,2026-07-01T00:52:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUsqG58BimBA0eJ5WCXc,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,1c:e8:5d:71:50:c1,+0200,,1782816224349018725,2388179428,2,traffic,Reserved,181,,,77,forward,accept,Fiorucci-FG-01,172.30.23.10,1c:e8:5d:71:50:c1,VLAN10,noop,,Mac,167,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,51772,0000000013,MAC-Fiorucci,12:43:45,Reserved,,501,2,0,2026-07-01T00:53:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PksqG58BimBA0eJ5WCXc,2026-06-30,FG100FTK23080008,172.30.0.149,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,FSSO-DC,1782816224398993144,2388204092,7,traffic,Reserved,2,,,75,forward,close,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VLAN30,332,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,6,64658,0000000013,Fiorucci-MAC,12:43:45,Reserved,FABRIZIO.DEJULIO,405,6,,2026-07-01T00:53:07,,,,,,,,,,,,98:a4:4e:86:08:c3,98:a4:4e:86:08:c3,0,,,,,,Windows,,FIORUCCIFOOD,10/11,kerberos,Fabrizio.DeJulio,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUsqG58BimBA0eJ5fyXm,2026-06-30,FG100FTK23080008,172.30.0.149,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,FSSO-DC,1782816224468999204,2388204096,7,traffic,Reserved,2,,,75,forward,close,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VLAN30,326,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,6,55162,0000000013,Fiorucci-MAC,12:43:45,Reserved,FABRIZIO.DEJULIO,419,6,,2026-07-01T00:53:17,,,,,,,,,,,,98:a4:4e:86:08:c3,98:a4:4e:86:08:c3,0,,,,,,Windows,,FIORUCCIFOOD,10/11,kerberos,Fabrizio.DeJulio,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VksqG58BimBA0eJ5fyXm,2026-06-30,FG100FTK23080008,172.16.70.46,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,1000,00:04:24:ae:c6:2b,+0200,FSSO-DC,1782816224608994484,2388204272,1,traffic,Reserved,1,,,77,forward,server-rst,Fiorucci-FG-01,172.30.0.112,00:04:24:ae:c6:2b,VLAN30,noop,Smart,Mac,52,Security,notice,policy,Axess,189,ipsecvpn,root,lan,unscanned,porta1000,6,61845,0000000013,MAC-Fiorucci,12:43:45,Reserved,ADM,40,1,0,2026-07-01T00:53:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cEsqG58BimBA0eJ5piX5,2026-06-30,FG100FTK23080008,172.16.70.37,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,3816,00:40:8c:cd:00:45,+0200,,1782816224608995704,2388204188,9,traffic,Reserved,1,,,77,forward,close,Fiorucci-FG-01,172.30.5.119,00:40:8c:cd:00:45,VLAN30,noop,,Mac,372,,notice,policy,Axis,189,ipsecvpn,root,lan,unscanned,tcp/3816,6,59404,0000000013,MAC-Fiorucci,12:43:45,Reserved,,7782,12,0,2026-07-01T00:53:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,59402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cUsqG58BimBA0eJ5piX5,2026-06-30,FG100FTK23080008,172.16.70.46,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,1000,,+0200,FSSO-DC,1782816224609001404,2388203024,,traffic,Reserved,,,,77,forward,ip-conn,Fiorucci-FG-01,172.30.0.117,,VLAN30,,,Mac,,,warning,policy,,188,,root,lan,unscanned,porta1000,6,61836,0000000011,MAC-Fiorucci,12:43:45,Reserved,ADM,,,,2026-07-01T00:53:27,low,5,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iUsqG58BimBA0eJ5ziUA,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782816473838708564,2388238420,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,56537,0001000014,,12:47:54,Reserved,,0,0,,2026-07-01T00:53:37,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iksqG58BimBA0eJ5ziUA,2026-06-30,FG100FTK23080008,172.16.70.46,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,1000,,+0200,FSSO-DC,1782816224609003564,2388203024,1,traffic,Reserved,10,,,77,forward,timeout,Fiorucci-FG-01,172.30.0.117,,VLAN30,noop,,Mac,52,,notice,policy,,189,ipsecvpn,root,lan,unscanned,porta1000,6,61836,0000000013,MAC-Fiorucci,12:43:45,Reserved,ADM,0,0,,2026-07-01T00:53:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pEsqG58BimBA0eJ59SUk,2026-06-30,FG100FTK23080008,172.30.16.6,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782816473776810104,2388222780,12,traffic,Reserved,120,,,81,forward,accept,Fiorucci-FG-01,37.157.5.49,,wan1,snat,,VALN80,3884,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,63103,0000000020,Navigazione_Fiorucci,12:47:54,Denmark,MASSIMO.CONTI,6879,12,,2026-07-01T00:53:47,,,,,,,,,,,3884,f4:a8:0d:73:74:08,f4:a8:0d:73:74:08,0,2.117.144.115,63103,6879,,,Windows,,ITPOME-LT1060,11,kerberos,Massimo.Conti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pUsqG58BimBA0eJ59SUk,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782816473838882924,2388238424,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,54414,0001000014,,12:47:54,Reserved,,0,0,,2026-07-01T00:53:47,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vUsrG58BimBA0eJ5HCUt,2026-06-30,FG100FTK23080008,172.30.0.167,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,8093,,+0200,FSSO-DC,1782816473778996764,2388237572,21,traffic,Reserved,6,,,81,forward,server-rst,Fiorucci-FG-01,52.166.186.239,,wan1,snat,,VLAN30,17630,,notice,policy,,189,,root,wan,unscanned,Eset-TR,6,59526,0000000013,Navigazione_Fiorucci,12:47:54,Netherlands,FIORUCCISTORE,4164,18,,2026-07-01T00:53:57,,,,,,,,,,,,6c:4b:90:b6:c4:46,6c:4b:90:b6:c4:46,0,2.117.144.115,59526,,,,Windows,,ITPOME-WP141,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vksrG58BimBA0eJ5HCUt,2026-06-30,FG100FTK23080008,fe80::7a0c:f0ff:fed2:ad1e,lan,,547,,+0200,,1782816473961463064,78079980,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::1:2,,root,noop,,VLAN30,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,DHCP6,17,546,0001000014,,12:47:54,,,0,0,,2026-07-01T00:53:57,,,,,,,,,,,,78:0c:f0:d2:ad:1e,78:0c:f0:d2:ad:1e,0,,,,Cisco,,,DHCP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUslG58BimBA0eJ5KCGZ,2026-06-30,FG100FTK23080008,172.30.16.65,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,FSSO-DC,1782815983999000424,2388146225,1,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VALN80,66,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,57514,0000000013,Fiorucci-MAC,12:39:44,Reserved,PAOLO,138,1,,2026-07-01T00:47:27,,,,,,,,,,,,6c:4b:90:ea:c5:00,6c:4b:90:ea:c5:00,0,,,,,,Windows,,ITPOME-WK202,10,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PkslG58BimBA0eJ5KCGd,2026-06-30,FG100FTK23080008,172.30.16.63,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,FSSO-DC,1782815983998995544,2388146321,1,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VALN80,71,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,64553,0000000013,Fiorucci-MAC,12:39:44,Reserved,GIANLUCA.TANGREDI,313,1,,2026-07-01T00:47:27,,,,,,,,,,,,00:d8:61:47:71:1c,00:d8:61:47:71:1c,0,,,,MSI,,,,,,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V0slG58BimBA0eJ5TyG5,2026-06-30,FG100FTK23080008,172.30.16.34,lan,,137,,+0200,,1782815984015365525,2388171781,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,172.30.16.255,,root,noop,,VALN80,0,,notice,local-in-policy,,189,,root,undefined,unscanned,udp/137,17,137,0001000014,,12:39:44,Reserved,,0,0,,2026-07-01T00:47:37,,,,,,,,,,,,6c:4b:90:b6:c4:2d,6c:4b:90:b6:c4:2d,0,,,,,,Windows,netbios,ITPOME-WP199,11,kerberos,Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEslG58BimBA0eJ5TyG5,2026-06-30,FG100FTK23080008,172.30.16.13,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782815984019325445,2388091165,38,traffic,Reserved,553,,,81,forward,accept,Fiorucci-FG-01,34.232.214.120,,wan1,snat,,VALN80,3764,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,52091,0000000020,Navigazione_Fiorucci,12:39:44,United,MARIELLA.LAUCIELLO,6361,43,,2026-07-01T00:47:37,,,,,,,,,,,360,f4:a8:0d:73:6b:e8,f4:a8:0d:73:6b:e8,0,2.117.144.115,52091,360,,,Windows,,ITPOME-LT1020,10/11,kerberos,Mariella.Lauciello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ckslG58BimBA0eJ5diHL,2026-06-30,FG100FTK23080008,172.30.0.84,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,53,,+0200,,1782815984019005225,2388146217,1,traffic,Reserved,180,,,81,forward,accept,Fiorucci-FG-01,172.29.96.141,,wan1,snat,,VLAN30,62,,notice,policy,,189,,root,wan,unscanned,DNS,17,36592,0000000013,Navigazione_Fiorucci,12:39:44,Reserved,,0,0,,2026-07-01T00:47:47,,,,,,,,,,,,5c:f9:dd:76:e6:b9,5c:f9:dd:76:e6:b9,0,2.117.144.115,36592,,Dell,,Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0slG58BimBA0eJ5diHL,2026-06-30,FG100FTK23080008,172.30.16.34,lan,,137,,+0200,,1782815984030989925,2388171785,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,172.30.16.255,,root,noop,,VALN80,0,,notice,local-in-policy,,189,,root,undefined,unscanned,udp/137,17,137,0001000014,,12:39:44,Reserved,,0,0,,2026-07-01T00:47:47,,,,,,,,,,,,6c:4b:90:b6:c4:2d,6c:4b:90:b6:c4:2d,0,,,,,,Windows,netbios,ITPOME-WP199,11,kerberos,Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i0slG58BimBA0eJ5nSHj,2026-06-30,FG100FTK23080008,172.30.0.149,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782815984074262324,2388153889,8,traffic,Reserved,120,,,81,forward,accept,Fiorucci-FG-01,52.123.128.14,,wan1,snat,,VLAN30,949,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,50868,0000000020,Navigazione_Fiorucci,12:39:44,United,FABRIZIO.DEJULIO,52,1,,2026-07-01T00:47:57,,,,,,,,,,,949,98:a4:4e:86:08:c3,98:a4:4e:86:08:c3,0,2.117.144.115,50868,52,,,Windows,,FIORUCCIFOOD,10/11,kerberos,Fabrizio.DeJulio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
